path,reason
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\silent-heart.md,Invalid YAML: Unsupported frontmatter at line 34: '  to knowledge. This tattoo of a venom-soaked heart provides a +1 item bonus to Occultism'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\silhouette-cloak.md,"Invalid YAML: Unsupported frontmatter at line 34: '  shift and move even when the cloth is still. In dim light or darkness, the cloak'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\silkspinners-shield.md,"Invalid YAML: Unsupported frontmatter at line 34: '  side is covered in fine hairs, and two small spinnerets protrude from the bottom'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\silvanshee-collar.md,"Invalid YAML: Unsupported frontmatter at line 34: '  with a tiny bell, but once worn on the body or affixed to your hair, a Tiny cat'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\silver-crescent-(greater).md,"Invalid YAML: Unsupported frontmatter at line 34: '  which was first created to aid those battling the undead. For 1 hour, you shed cool,'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\silver-crescent-(lesser).md,"Invalid YAML: Unsupported frontmatter at line 34: '  which was first created to aid those battling the undead. For 1 hour, you shed cool,'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\silver-crescent-(moderate).md,"Invalid YAML: Unsupported frontmatter at line 34: '  which was first created to aid those battling the undead. For 1 hour, you shed cool,'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\silver-dragons-breath-potion-(adult).md,"Invalid YAML: Unsupported frontmatter at line 34: ""  imbibe the concoction, you can unleash a silver dragon's breath weapon. The potency"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\silver-dragons-breath-potion-(wyrm).md,"Invalid YAML: Unsupported frontmatter at line 34: ""  imbibe the concoction, you can unleash a silver dragon's breath weapon. The potency"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\silver-dragons-breath-potion-(young).md,"Invalid YAML: Unsupported frontmatter at line 34: ""  imbibe the concoction, you can unleash a silver dragon's breath weapon. The potency"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\silver-orb-(greater).md,"Invalid YAML: Unsupported frontmatter at line 34: '  and alchemical reagents, this glass sphere leaves behind a cloud of dangerous shards.'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\silver-orb-(lesser).md,"Invalid YAML: Unsupported frontmatter at line 34: '  and alchemical reagents, this glass sphere leaves behind a cloud of dangerous shards.'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\silver-orb-(powder).md,"Invalid YAML: Unsupported frontmatter at line 34: '  and alchemical reagents, this glass sphere leaves behind a cloud of dangerous shards.'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\silver-salve.md,"Invalid YAML: Unsupported frontmatter at line 34: '  paste onto one melee weapon, one thrown weapon, or 10 pieces of ammunition. Silver'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\silver-snake-cane.md,"Invalid YAML: Unsupported frontmatter at line 34: ""  for many zuhras. The cane's possessor can spend 1 minute feeding the cane an elixir"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\silver-tripod.md,"Invalid YAML: Unsupported frontmatter at line 34: ""  of a weapon tripod is usually attached to the underside of the affixed weapon's"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\silvered-marp-fur.md,Invalid YAML: Unsupported frontmatter at line 34: '  than gold grows fur tipped with silver that can be further processed into a versatile'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\silversoul-bomb-(greater).md,Invalid YAML: Unsupported frontmatter at line 34: '  and concentrates the emotions that linger in a burial ground where generations of'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\silversoul-bomb-(major).md,Invalid YAML: Unsupported frontmatter at line 34: '  and concentrates the emotions that linger in a burial ground where generations of'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\silversoul-bomb.md,Invalid YAML: Unsupported frontmatter at line 34: '  and concentrates the emotions that linger in a burial ground where generations of'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\silvertongue-mutagen-(greater).md,"Invalid YAML: Unsupported frontmatter at line 34: '  and your voice becomes musical and commanding, though emotion clouds your reason.\\'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\silvertongue-mutagen-(lesser).md,"Invalid YAML: Unsupported frontmatter at line 34: '  and your voice becomes musical and commanding, though emotion clouds your reason.\\'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\silvertongue-mutagen-(major).md,"Invalid YAML: Unsupported frontmatter at line 34: '  and your voice becomes musical and commanding, though emotion clouds your reason.\\'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\silvertongue-mutagen-(moderate).md,"Invalid YAML: Unsupported frontmatter at line 34: '  and your voice becomes musical and commanding, though emotion clouds your reason.\\'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\singing-bowl-of-the-versatile-stance.md,"Invalid YAML: Unsupported frontmatter at line 34: '  belies its flawlessness. When struck with a mallet (included with the singing bowl),'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\singing-muse.md,Invalid YAML: Unsupported frontmatter at line 34: '  You attempt a Performance check.  * * *  This small figurine is carved from a single'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\singing-shortbow-(greater).md,"Invalid YAML: Unsupported frontmatter at line 34: ""  composite shortbow_ has a string made of animal gut, much like a musical instrument's."""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\singing-shortbow.md,"Invalid YAML: Unsupported frontmatter at line 34: ""  composite shortbow_ has a string made of animal gut, much like a musical instrument's."""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\singing-stone.md,Invalid YAML: Unsupported frontmatter at line 34: '  it always faintly hums or keens. Anyone who carries the cup for some time senses'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\singing-sword.md,Invalid YAML: Unsupported frontmatter at line 34: '  \\  **Communication** speech (Common and four other common languages)  **Skills**'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\singularity-ammunition.md,"Invalid YAML: Unsupported frontmatter at line 34: '  ammunition seems to pull in the light around it, swirling along the surface in a'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\sinister-knight.md,Invalid YAML: Unsupported frontmatter at line 34: '  Crimson Reclaimers to pass among foes without being immediately unmasked. The wearer'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\sisterstone-chunk.md,"Invalid YAML: Unsupported frontmatter at line 34: '  spiritual runoff in the Field of Maidens, dusk sisterstone and scarlet sisterstone.'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\sisterstone-ingot.md,"Invalid YAML: Unsupported frontmatter at line 34: '  spiritual runoff in the Field of Maidens, dusk sisterstone and scarlet sisterstone.'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\sixfingers-elixir-(greater).md,Invalid YAML: Unsupported frontmatter at line 34: '  to grow a sixth finger on each hand and gives you a spiderlike grip.  You gain a'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\sixfingers-elixir-(lesser).md,Invalid YAML: Unsupported frontmatter at line 34: '  to grow a sixth finger on each hand and gives you a spiderlike grip.  You gain a'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\sixfingers-elixir-(moderate).md,Invalid YAML: Unsupported frontmatter at line 34: '  to grow a sixth finger on each hand and gives you a spiderlike grip.  You gain a'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\skarjas-heartstone.md,"Invalid YAML: Unsupported frontmatter at line 34: ""  and the ability to discern a target's alignment (as [[Spells/Detect Alignment|Detect"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\skeletal-claw.md,Invalid YAML: Unsupported frontmatter at line 34: '  fits over your own. Embedded in the back of the bony hand is an onyx gemstone held'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\skeleton-key-(greater).md,"Invalid YAML: Unsupported frontmatter at line 34: ""  in place of thieves' toolkit when attempting to Pick a Lock, and it grants a +2"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\skeleton-key.md,"Invalid YAML: Unsupported frontmatter at line 34: ""  in place of thieves' toolkit when attempting to Pick a Lock, and it grants a +1"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\skeptics-elixir-(greater).md,"Invalid YAML: Unsupported frontmatter at line 34: '  sharpens your mind and allows you to see through lies, falsehoods, and magical trickery.'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\skeptics-elixir-(lesser).md,"Invalid YAML: Unsupported frontmatter at line 34: '  sharpens your mind and allows you to see through lies, falsehoods, and magical trickery.'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\skeptics-elixir-(moderate).md,"Invalid YAML: Unsupported frontmatter at line 34: '  sharpens your mind and allows you to see through lies, falsehoods, and magical trickery.'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\skinsaw-mask.md,Invalid YAML: Unsupported frontmatter at line 34: '  together with black silk or wire. It is distinctive for its bulbous orange eye-'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\skinstitch-salve.md,Invalid YAML: Unsupported frontmatter at line 34: '  natural healing. You can activate the salve in either of the following ways.  **Activate—Administer'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\skirmishers-coat.md,"Invalid YAML: Unsupported frontmatter at line 34: '  often find themselves operating undercover, this large-collared garment is reminiscent'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\skitter-knot-(greater).md,"Invalid YAML: Unsupported frontmatter at line 34: ""  at the beginning of your turn.  * * *  Carved from an arboreal's knuckle, this wooden"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\skitter-knot-(lesser).md,"Invalid YAML: Unsupported frontmatter at line 34: ""  at the beginning of your turn.  * * *  Carved from an arboreal's knuckle, this wooden"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\skitter-knot-(major).md,"Invalid YAML: Unsupported frontmatter at line 34: ""  at the beginning of your turn.  * * *  Carved from an arboreal's knuckle, this wooden"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\skittering-mask-(greater).md,Invalid YAML: Unsupported frontmatter at line 34: '  several holes along each side of the face. The first time each day that you begin'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\skittering-mask.md,Invalid YAML: Unsupported frontmatter at line 34: '  several holes along each side of the face. The first time each day that you begin'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\skull-bomb.md,"Invalid YAML: Unsupported frontmatter at line 34: '  and clockwork gears, which slots easily into a human skeleton in the spot where'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\skunk-bomb-(greater).md,"Invalid YAML: Unsupported frontmatter at line 34: '  odors of xulgaths, hezrous, and other creatures with natural or supernatural stench.'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\skunk-bomb-(lesser).md,"Invalid YAML: Unsupported frontmatter at line 34: '  odors of xulgaths, hezrous, and other creatures with natural or supernatural stench.'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\skunk-bomb-(major).md,"Invalid YAML: Unsupported frontmatter at line 34: '  odors of xulgaths, hezrous, and other creatures with natural or supernatural stench.'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\skunk-bomb-(moderate).md,"Invalid YAML: Unsupported frontmatter at line 34: '  odors of xulgaths, hezrous, and other creatures with natural or supernatural stench.'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\sky-hammer.md,Invalid YAML: Unsupported frontmatter at line 34: '  [[Equipment/Shock|Shock]] orichalcum warhammer_ is shaped like a blazing comet.\\'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\sky-piercing-bow.md,Invalid YAML: Unsupported frontmatter at line 34: '  to increase the power of its pull and the force of its projectile. Its compact size'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\sky-serpent-bolt.md,"Invalid YAML: Unsupported frontmatter at line 34: '  carved in the shape of an undulating snake, its bared fangs framing the point of'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\skyfang-crystal.md,"Invalid YAML: Unsupported frontmatter at line 34: ""  shaped like a gently curved fang; it's typically affixed to a short length of chain,"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\skyfisher-vapors.md,"Invalid YAML: Unsupported frontmatter at line 34: '  via their effect on a [[Spells/Toxic Cloud|Toxic Cloud]] spell, or apparent lack'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\skyrider-sword-(greater).md,Invalid YAML: Unsupported frontmatter at line 34: '  blade that can support the weight of a Medium-sized or smaller wielder. Magic allows'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\skyrider-sword.md,Invalid YAML: Unsupported frontmatter at line 34: '  that can support the weight of a Medium-sized or smaller wielder. Magic allows the'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\slashing-claws.md,Invalid YAML: Unsupported frontmatter at line 34: '  from your knuckles or the tips of your toes. You gain a claw unarmed attack that'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\slates-of-distant-letters.md,"Invalid YAML: Unsupported frontmatter at line 34: '  identical ornate frames. Slates are crafted in pairs, and each works with only the'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\sleeves-of-storage-(greater).md,Invalid YAML: Unsupported frontmatter at line 34: '  space. These spaces each function as a [[Equipment/Spacious Pouch (Type I)|Spacious'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\sleeves-of-storage.md,Invalid YAML: Unsupported frontmatter at line 34: '  space. These spaces each function as a [[Equipment/Spacious Pouch (Type I)|Spacious'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\slick-(greater).md,"Invalid YAML: Unsupported frontmatter at line 34: '  thin film of oil. You gain a +2 item bonus to Acrobatics checks to Escape and Squeeze.""'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\slick-(major).md,"Invalid YAML: Unsupported frontmatter at line 34: '  thin film of oil. You gain a +3 item bonus to Acrobatics checks to Escape and Squeeze.""'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\slide-pistol.md,Invalid YAML: Unsupported frontmatter at line 34: '  and firing mechanism attached to a sliding brace of barrels that can each hold a'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\slime-whip.md,"Invalid YAML: Unsupported frontmatter at line 34: ""  is made from a slimy pseudopod. You don't take the usual -2 circumstance penalty"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\slippers-of-spider-climbing.md,"Invalid YAML: Unsupported frontmatter at line 34: '  left unattended for a while, they tend to attract spiders that nest inside.  **Activate**'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\slippery-ribbon.md,"Invalid YAML: Unsupported frontmatter at line 34: '  You succeed at an Acrobatics check to [[Actions/Tumble Through|Tumble Through]],'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\slithermaws-bane-(heroic).md,"Invalid YAML: Unsupported frontmatter at line 34: '  \\  **Communication** telepathy (partner only)  **Skills** Intimidation +35, Society'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\slithermaws-bane.md,"Invalid YAML: Unsupported frontmatter at line 34: '  hero Kyloss Syndar. The armor served him well, but eventually he fell in battle'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\sloughing-toxin.md,"Invalid YAML: Unsupported frontmatter at line 34: ""  beneath a creature's skin loose and malleable, which fleshwarpers find useful in"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\sluggish-bracelet.md,"Invalid YAML: Unsupported frontmatter at line 34: '  of dashing, granting you a +1 item bonus to Acrobatics checks. If the curse goes'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\slumber-arrow.md,"Invalid YAML: Unsupported frontmatter at line 34: '  of deep blue or black, and their fletching is exceptionally soft and downy. An activated'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\slumber-wine.md,"Invalid YAML: Unsupported frontmatter at line 34: ""  can be more devastating than injury. Characters unconscious from slumber wine can't"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\smoke-ball-(greater).md,"Invalid YAML: Unsupported frontmatter at line 34: '  the ground, you instantly create a screen of thick, opaque smoke in a 20-foot burst'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\smoke-ball-(lesser).md,"Invalid YAML: Unsupported frontmatter at line 34: '  the ground, you instantly create a screen of thick, opaque smoke in a 5-foot burst'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\smoke-fan-(greater).md,"Invalid YAML: Unsupported frontmatter at line 34: '  fan, it creates a cloud of colored smoke. The smoke fills a 20-foot radius. The'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\smoke-fan.md,"Invalid YAML: Unsupported frontmatter at line 34: '  fan, it creates a cloud of colored smoke. The smoke fills a 5-foot radius. The creator'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\smoke-screen-snare-(greater).md,"Invalid YAML: Unsupported frontmatter at line 34: '  enters the square, filling a specified area. All creatures within that area are'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\smoke-screen-snare-(lesser).md,"Invalid YAML: Unsupported frontmatter at line 34: '  enters the square, filling a specified area. All creatures within that area are'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\smoke-veil.md,"Invalid YAML: Unsupported frontmatter at line 34: '  the wearer a burning coil of fiery hair and concealing their face behind a smoldering,'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\smoked-goggles.md,"Invalid YAML: Unsupported frontmatter at line 34: ""  creatures with gaze attacks. While wearing smoked goggles, you're always considered"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\smoking-sword.md,Invalid YAML: Unsupported frontmatter at line 34: '  this sword deals 1 extra fire damage. You can use a special action while holding'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\smoky-hag-eye.md,"Invalid YAML: Unsupported frontmatter at line 34: '  mounted on a brooch or ring, but the stone is, in fact, an eyeball. This illusion'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\smother-shroud.md,"Invalid YAML: Unsupported frontmatter at line 34: '  features, making it difficult for anyone to identify the corpse. Swelling and distention'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\smugglers-sack-(type-i).md,"Invalid YAML: Unsupported frontmatter at line 34: '  leather bag that opens at the top, with a thin leather cord attached to cinch the'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\smugglers-sack-(type-ii).md,"Invalid YAML: Unsupported frontmatter at line 34: '  leather bag that opens at the top, with a thin leather cord attached to cinch the'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\smugglers-sack-(type-iii).md,"Invalid YAML: Unsupported frontmatter at line 34: '  leather bag that opens at the top, with a thin leather cord attached to cinch the'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\smugglers-sack-(type-iv).md,"Invalid YAML: Unsupported frontmatter at line 34: '  leather bag that opens at the top, with a thin leather cord attached to cinch the'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\smugglers-sack-(type-v).md,"Invalid YAML: Unsupported frontmatter at line 34: '  leather bag that opens at the top, with a thin leather cord attached to cinch the'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\snagging-hook-snare.md,"Invalid YAML: Unsupported frontmatter at line 34: '  to enter the square takes 5d8 piercing damage and 5d8 slashing damage, with a DC'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\snake-oil.md,Invalid YAML: Unsupported frontmatter at line 34: '  a wound or other outward symptom of an affliction or condition (such as sores from'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\snare-kit-(specialist).md,Invalid YAML: Unsupported frontmatter at line 34: '  allows you to Craft snares using the Crafting skill. A specialist snare kit gives'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\snarling-badger-(greater).md,Invalid YAML: Unsupported frontmatter at line 34: '  condition  **Requirements** You have a [[Conditions/Wounded|Wounded]] value of 1'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\snarling-badger-(lesser).md,Invalid YAML: Unsupported frontmatter at line 34: '  condition  **Requirements** You have a [[Conditions/Wounded|Wounded]] value of 1'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\snarling-badger-(moderate).md,Invalid YAML: Unsupported frontmatter at line 34: '  condition  **Requirements** You have a [[Conditions/Wounded|Wounded]] value of 1'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\sneaky-key.md,Invalid YAML: Unsupported frontmatter at line 34: '  in Thievery  * * *  This small silver skeleton key can be pinned to armor or a sleeve.'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\sneezing-powder.md,Invalid YAML: Unsupported frontmatter at line 34: '  action. The target must attempt a DC 15 Fortitude check save to avoid sneezing.'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\snipers-bead-(greater).md,"Invalid YAML: Unsupported frontmatter at line 34: ""  Strike with the affixed weapon before rolling;  **Requirements** You're a master"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\snipers-bead-(major).md,"Invalid YAML: Unsupported frontmatter at line 34: ""  Strike with the affixed weapon before rolling;  **Requirements** You're a master"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\snipers-bead.md,"Invalid YAML: Unsupported frontmatter at line 34: ""  Strike with the affixed weapon before rolling;  **Requirements** You're a master"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\snowcasters-staff.md,Invalid YAML: Unsupported frontmatter at line 34: '  by his mother when he made his choice to remain in Xer. It is a gift he claims has'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\snowshoes-of-the-long-trek.md,Invalid YAML: Unsupported frontmatter at line 34: '  traversing the gelid tundra and snow-drenched taiga of the Saga Lands.  The snowshoes'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\soaring-wings-(greater).md,"Invalid YAML: Unsupported frontmatter at line 34: '  The visual manifestation is typically a slight glow or ripple in the ink, but some'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\soaring-wings-(major).md,"Invalid YAML: Unsupported frontmatter at line 34: '  The visual manifestation is typically a slight glow or ripple in the ink, but some'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\soaring-wings.md,"Invalid YAML: Unsupported frontmatter at line 34: '  The visual manifestation is typically a slight glow or ripple in the ink, but some'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\socialite-staff.md,Invalid YAML: Unsupported frontmatter at line 34: '  with jewels and gold inlays. A sculpture carved from obsidian tops the head of the'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\solar-shellflower.md,"Invalid YAML: Unsupported frontmatter at line 34: '  that can be folded out of the stock, like the petals of a tigridia flower, that'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\songbirds-brush.md,"Invalid YAML: Unsupported frontmatter at line 34: ""  prismatic sheen, as if faintly reflecting a rainbow. A _songbird's brush_ sheds"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\sonic-tuning-mace-(greater).md,Invalid YAML: Unsupported frontmatter at line 35: '  \\  **Frequency** once per day  * * *  **Effect** You tap the tuning mace against'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\sonic-tuning-mace.md,Invalid YAML: Unsupported frontmatter at line 35: '  \\ **Frequency** once per day  * * *  **Effect** You tap the tuning mace against'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\soothing-powder-(greater).md,Invalid YAML: Unsupported frontmatter at line 34: '  stop a particular type of persistent damage. Each damage type requires a different'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\soothing-powder-(lesser).md,Invalid YAML: Unsupported frontmatter at line 34: '  stop a particular type of persistent damage. Each damage type requires a different'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\soothing-scents.md,Invalid YAML: Unsupported frontmatter at line 34: '  these bundles of aromatic herbs to calm the mind and ward off misfortune before'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\soothing-toddy.md,Invalid YAML: Unsupported frontmatter at line 34: '  a soothing toddy grants you a +1 item bonus to saving throws against emotion effects'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\soothing-tonic-(greater).md,"Invalid YAML: Unsupported frontmatter at line 34: '  concoction that speeds your natural healing, so your wounds recover faster over'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\soothing-tonic-(lesser).md,"Invalid YAML: Unsupported frontmatter at line 34: '  concoction that speeds your natural healing, so your wounds recover faster over'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\soothing-tonic-(major).md,"Invalid YAML: Unsupported frontmatter at line 34: '  concoction that speeds your natural healing, so your wounds recover faster over'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\soothing-tonic-(moderate).md,"Invalid YAML: Unsupported frontmatter at line 34: '  concoction that speeds your natural healing, so your wounds recover faster over'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\soul-cage.md,"Invalid YAML: Unsupported frontmatter at line 34: ""  part of the complicated process of becoming a lich. When you're destroyed, your"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\soul-chain.md,Invalid YAML: Unsupported frontmatter at line 34: '  that has become cursed after a forge-spurned used it to kill a creature and trap'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\soulfeeding-mask.md,Invalid YAML: Unsupported frontmatter at line 34: '  been stitched together with bright red thread. Wearing a _soulfeeding mask_ allows'
