item,path,target_layout,possible_database_matches,export_errors,Name,Source,Rarity,Traits,ItemLevel,AddedPrice,AddedPricePerBulk,Prerequisite,Type,Publisher_Source,Subtype,Cost,Curse,Bulk,Adventuring,Alchemist,Arcane,Blacksmith,Scribe,Bowyer,General,Jewelry,Leatherworker,Music_Games,Illicit,Tailor,Temple,Armorer,Weaponsmith,Tattooist
Work Coat,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\Harvest Compendium Equipment\W\Work Coat.md,worn_item,,unrecognized Publisher_Source for source='',Work Coat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wounding Rune Framework,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\Harvest Compendium Equipment\W\Wounding Rune Framework.md,worn_item,,unrecognized Publisher_Source for source='',Wounding Rune Framework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyvern Teeth,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\Harvest Compendium Equipment\W\Wyvern Teeth.md,worn_item,,unrecognized Publisher_Source for source='',Wyvern Teeth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpha Venom Sac Catalyst,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\Homebrew\A\alpha-venom-sac-catalyst.md,worn_item,,unrecognized Publisher_Source for source='Chimeracrafting',Alpha Venom Sac Catalyst,Chimeracrafting,Uncommon,"magical, poison, catalyst, consumable, volatile",6,,,,,,,125,,,,,,,,,,,,,,,,,,
Bestial Crafter’s Codex,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\Homebrew\B\bestial-crafter’s-codex.md,worn_item,,,Bestial Crafter’s Codex,Homebrew,Rare,"magical, invested, chimeric",3,,,,,Homebrew,,60,,,,,,,,,,,,,,,,,,
Bow of the Eight Legs,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\Homebrew\B\bow-of-the-eight-legs.md,worn_item,,,Bow of the Eight Legs,Homebrew,rare,"magical, poison, deadly d10, volley 30 ft.",7,,,,,Homebrew,,340,,,,,,,,,,,,,,,,,,
Chimeric Harvesting Tools,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\Homebrew\C\chimeric-harvesting-tools.md,worn_item,,,Chimeric Harvesting Tools,Homebrew,Uncommon,,0,,,,,Homebrew,,5,,1,,,,,,,,,,,,,,,,
Codex of the Bound Menagerie,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\Homebrew\C\codex-of-the-bound-menagerie.md,worn_item,,,Codex of the Bound Menagerie,Homebrew,Rare,"magical, invested, chimeric",6,,,,,Homebrew,,250,,,,,,,,,,,,,,,,,,
Codex of the Eidolonic Tapestry,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\Homebrew\C\codex-of-the-eidolonic-tapestry.md,worn_item,,,Codex of the Eidolonic Tapestry,Homebrew,Unique,"magical, invested, chimeric, dream",10,,,,,Homebrew,,-,,,,,,,,,,,,,,,,,,
Cryopod Flask,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\Homebrew\C\cryopod-flask.md,worn_item,,,Cryopod Flask,Homebrew,Rare,"magical, consumable, chimeric, cold",6,,,,,Homebrew,,120,,,,,,,,,,,,,,,,,,
Death's Mantle,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\Homebrew\D\deaths-mantle.md,worn_item,,,Death's Mantle,Homebrew,rare,"magical, illusion, fear, emotion, occult",7,,,,,Homebrew,,340,,,,,,,,,,,,,,,,,,
Fanged Maw Catalyst,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\Homebrew\F\fanged-maw-catalyst.md,worn_item,,unrecognized Publisher_Source for source='Chimeracrafting',Fanged Maw Catalyst,Chimeracrafting,Uncommon,"magical, poison, catalyst, consumable, death",6,,,,,,,100,,,,,,,,,,,,,,,,,,
Ghoul Light Lantern,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\Homebrew\G\ghoul-light-lantern.md,worn_item,Ghost Lantern,,Ghoul Light Lantern,Homebrew,uncommon,"magical, occult, light",10,,,,,Homebrew,,900,,,,,,,,,,,,,,,,,,
Kyuss Worm Paste,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\Homebrew\K\kyuss-worm-paste.md,worn_item,,unrecognized Publisher_Source for source='Dungeon Magazine Issue 126',Kyuss Worm Paste,Dungeon Magazine Issue 126 pg. 38,uncommon,"consumable, magical",5,,,,,,,150,,L,,,,,,,,,,,,,,,,
Kyussbane Oil,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\Homebrew\K\kyussbane-oil.md,worn_item,Bane Oil,unrecognized Publisher_Source for source='Dungeon Magazine Issue 126',Kyussbane Oil,Dungeon Magazine Issue 126 pg. 38,Uncommon,"consumable, magical",5,,,,,,,150,,L,,,,,,,,,,,,,,,,
Lightning Sword,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\Homebrew\L\lightning-sword.md,worn_item,Singing Sword; Lightning Rod Shot,,Lightning Sword,Homebrew,rare,"electricity, magical, sonic",13,,,,,Homebrew,,3000,,,,,,,,,,,,,,,,,,
Organ Ward Resin,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\Homebrew\O\organ-ward-resin.md,worn_item,Forge Warden,,Organ Ward Resin,Homebrew,Uncommon,"alchemical, consumable, chimeric",3,,,,,Homebrew,,25,,,,,,,,,,,,,,,,,,
Preserving Salts,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\Homebrew\P\preserving-salts.md,worn_item,Preserving; Preserving (Greater),,Preserving Salts,Homebrew,Common,"alchemical, consumable",1,,,,,Homebrew,,5,,,,,,,,,,,,,,,,,,
Prismatic Crystal Shard,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\Homebrew\P\prismatic-crystal-shard.md,worn_item,Prismatic Crystal,,Prismatic Crystal Shard,Homebrew,,"ingredient, magical",1,,,,,Homebrew,,5,,,,,,,,,,,,,,,,,,
Ring of the Wind Dukes,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\Homebrew\R\ring-of-the-wind-dukes.md,worn_item,,,Ring of the Wind Dukes,Homebrew,rare,"air, electricity, invested, magical",13,,,,,Homebrew,,3000,,,,,,,,,,,,,,,,,,
Rod of Seven Parts - Fragment One,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\Homebrew\R\rod-of-seven-parts-fragment-one.md,worn_item,,unrecognized Publisher_Source for source='D&D 3rd Edition Conversion',Rod of Seven Parts - Fragment One,D&D 3rd Edition Conversion,unique,"artifact, healing, magical, invested",13,,,,,,,,,,,,,,,,,,,,,,,,,
Seal of Law,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\Homebrew\S\seal-of-law.md,worn_item,,unrecognized Publisher_Source for source='',Seal of Law,,unique,"artifact, magical",13,,,,,,,,,,,,,,,,,,,,,,,,,
Silver Diadem of Insight (Awakened),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\Homebrew\S\silver-diadem-of-insight-awakened.md,worn_item,,unrecognized Publisher_Source for source='3rd Edition D&D Conversion',Silver Diadem of Insight (Awakened),3rd Edition D&D Conversion,unique,"invested, magical",13,,,,,,,2800,,,,,,,,,,,,,,,,,,
Silver Diadem of Insight,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\Homebrew\S\silver-diadem-of-insight.md,worn_item,,unrecognized Publisher_Source for source='3rd Edition D&D Conversion',Silver Diadem of Insight,3rd Edition D&D Conversion,unique,"invested, magical",3,,,,,,,60,,,,,,,,,,,,,,,,,,
Slimer's Slurp,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\Homebrew\S\slimers-slurp.md,worn_item,,,Slimer's Slurp,Homebrew,uncommon,"consumable, potion",5,,,,,Homebrew,,29,,,,,,,,,,,,,,,,,,
Superior Chimeric Harvesting Tools,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\Homebrew\S\superior-chimeric-harvesting-tools.md,worn_item,,,Superior Chimeric Harvesting Tools,Homebrew,Rare,magical,3,,,,,Homebrew,,75,,1,,,,,,,,,,,,,,,,
Sword of Aaqa,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\Homebrew\S\sword-of-aaqa.md,worn_item,,unrecognized Publisher_Source for source='3rd Edition D&D Conversion',Sword of Aaqa,3rd Edition D&D Conversion,Rare,"air, magical",13,,,,,,,3000,,,,,,,,,,,,,,,,,,
Venomlash Blade,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\Homebrew\V\venomlash-blade.md,worn_item,Flashblade,unrecognized Publisher_Source for source='Chimeracrafting',Venomlash Blade,Chimeracrafting,Uncommon,"magical, poison",6,,,,,,,225,,,,,,,,,,,,,,,,,,
Venomlash Talisman,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\Homebrew\V\venomlash-talisman.md,worn_item,,unrecognized Publisher_Source for source='Chimeracrafting',Venomlash Talisman,Chimeracrafting,Uncommon,"magical, poison, talisman, consumable, volatile",6,,,,,,,125,,,,,,,,,,,,,,,,,,
Wroggi Frill Catalyst,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\Homebrew\W\wroggi-frill-catalyst.md,worn_item,,unrecognized Publisher_Source for source='Chimeracrafting',Wroggi Frill Catalyst,Chimeracrafting,Uncommon,"magical, consumable, emotion, fear, catalyst",6,,,,,,,80,,,,,,,,,,,,,,,,,,
Wroggi Hide Mantle (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\Homebrew\W\wroggi-hide-mantle-greater.md,worn_item,,unrecognized Publisher_Source for source='Chimeracrafting',Wroggi Hide Mantle (Greater),Chimeracrafting,Uncommon,"magical, poison, chimeric",12,,,,,,,1800,,,,,,,,,,,,,,,,,,
Wroggi Hide Mantle (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\Homebrew\W\wroggi-hide-mantle-major.md,worn_item,,unrecognized Publisher_Source for source='Chimeracrafting',Wroggi Hide Mantle (Major),Chimeracrafting,Uncommon,"magical, poison, hide",18,,,,,,,14000,,,,,,,,,,,,,,,,,,
Wroggi Hide Mantle,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\Homebrew\W\wroggi-hide-mantle.md,worn_item,,unrecognized Publisher_Source for source='Chimeracrafting',Wroggi Hide Mantle,Chimeracrafting,Uncommon,"magical, poison, Chimeraic",6,,,,,,,250,,,,,,,,,,,,,,,,,,
Icicle,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\I\icicle.md,worn_item,,,Icicle,Pathfinder GM Core pg. 242,,"cold, magical, reach",16,,,,,Paizo,,10000,,,,,,,,,,,,,,,,,,
Icy Disposition,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\I\icy-disposition.md,worn_item,,,Icy Disposition,Pathfinder #164: Hands of the Devil pg. 75,rare,"contract, invested, magical",11,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
Illusory Backdrop,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\I\illusory-backdrop.md,worn_item,,,Illusory Backdrop,Pathfinder Lost Omens Rival Academies pg. 56,rare,"illusion, magical, structure",10,,,,,Paizo,,900,,3,,,,,,,,,,,,,,,,
Illusory Program,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\I\illusory-program.md,worn_item,,,Illusory Program,Pathfinder Lost Omens Rival Academies pg. 53,uncommon,"consumable, illusion, magical",1,,,,,Paizo,,3,,,,,,,,,,,,,,,,,,
Immaculate Holsters,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\I\immaculate-holsters.md,worn_item,,,Immaculate Holsters,Pathfinder Guns & Gears pg. 180,uncommon,"invested, magical",3,,,,,Paizo,,52,,,,,,,,,,,,,,,,,,
Immaculate Instrument,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\I\immaculate-instrument.md,worn_item,,,Immaculate Instrument,Pathfinder War of Immortals pg. 203,rare,"artifact, divine, mythic",12,,,,,Paizo,,0,,L,,,,,,,,,,,,,,,,
Immolation Clan Pistol,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\I\immolation-clan-pistol.md,worn_item,,,Immolation Clan Pistol,Pathfinder Guns & Gears pg. 160,rare,"concussive, cursed, dwarf, fatal-d10, fire, magical",10,,,,,Paizo,,0,,1,,,,,,,,,,,,,,,,
Immovable Arm,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\I\immovable-arm.md,worn_item,Immovable; Immovable Rod,,Immovable Arm,Pathfinder Lost Omens The Grand Bazaar pg. 73,,magical,9,,,,,Paizo,,700,,1,,,,,,,,,,,,,,,,
Immovable Tripod,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\I\immovable-tripod.md,worn_item,Immovable Rod; Immovable; Immovable Potion,,Immovable Tripod,Pathfinder Guns & Gears pg. 182,uncommon,magical,10,,,,,Paizo,,700,,1,,,,,,,,,,,,,,,,
Impact Foam Chassis (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\I\impact-foam-chassis-greater.md,worn_item,,,Impact Foam Chassis (Greater),Pathfinder Guns & Gears pg. 70,uncommon,"consumable, gadget",9,,,,,Paizo,,150,,L,,,,,,,,,,,,,,,,
Impact Foam Chassis (Lesser),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\I\impact-foam-chassis-lesser.md,worn_item,,,Impact Foam Chassis (Lesser),Pathfinder Guns & Gears pg. 70,uncommon,"consumable, gadget",1,,,,,Paizo,,3,,L,,,,,,,,,,,,,,,,
Impact Foam Chassis (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\I\impact-foam-chassis-major.md,worn_item,,,Impact Foam Chassis (Major),Pathfinder Guns & Gears pg. 70,uncommon,"consumable, gadget",14,,,,,Paizo,,650,,L,,,,,,,,,,,,,,,,
Impact Foam Chassis (Moderate),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\I\impact-foam-chassis-moderate.md,worn_item,,,Impact Foam Chassis (Moderate),Pathfinder Guns & Gears pg. 70,uncommon,"consumable, gadget",4,,,,,Paizo,,15,,L,,,,,,,,,,,,,,,,
Impulse Control,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\I\impulse-control.md,worn_item,,,Impulse Control,Pathfinder Lost Omens The Grand Bazaar pg. 71,,magical,1,,,,,Paizo,,5,,,,,,,,,,,,,,,,,,
Incense Bundle of Annual Blessings,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\I\incense-bundle-of-annual-blessings.md,worn_item,,,Incense Bundle of Annual Blessings,Pathfinder Blog,,"consumable, magical",8,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
Infernal Health,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\I\infernal-health.md,worn_item,Infernal Pact,,Infernal Health,Pathfinder Lost Omens Legends pg. 10,rare,"contract, healing, invested, magical",15,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
Inflammation Flask (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\I\inflammation-flask-greater.md,worn_item,,,Inflammation Flask (Greater),Pathfinder #203: Shepherd of Decay pg. 75,uncommon,"acid, alchemical, bomb, consumable, disease, splash",12,,,,,Paizo,,340,,L,,,,,,,,,,,,,,,,
Inflammation Flask (Lesser),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\I\inflammation-flask-lesser.md,worn_item,,,Inflammation Flask (Lesser),Pathfinder #203: Shepherd of Decay pg. 75,uncommon,"acid, alchemical, bomb, consumable, disease, splash",2,,,,,Paizo,,5,,L,,,,,,,,,,,,,,,,
Inflammation Flask (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\I\inflammation-flask-major.md,worn_item,,,Inflammation Flask (Major),Pathfinder #203: Shepherd of Decay pg. 75,uncommon,"acid, alchemical, bomb, consumable, disease, splash",18,,,,,Paizo,,3750,,L,,,,,,,,,,,,,,,,
Inflammation Flask (Moderate),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\I\inflammation-flask-moderate.md,worn_item,,,Inflammation Flask (Moderate),Pathfinder #203: Shepherd of Decay pg. 75,uncommon,"acid, alchemical, bomb, consumable, disease, splash",4,,,,,Paizo,,15,,L,,,,,,,,,,,,,,,,
Injection Spear,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\I\injection-spear.md,basic,,,Injection Spear,Pathfinder Guns & Gears pg. 63,uncommon,"injection, reach",0,,,,Martial Melee,Paizo,,3,,1,,,,,,,,,,,,,,,,
Inquisitive Quill,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\I\inquisitive-quill.md,worn_item,,,Inquisitive Quill,Pathfinder Treasure Vault pg. 194,rare,"intelligent, magical",4,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
Inspiring Spotlight (Mounted),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\I\inspiring-spotlight-mounted.md,worn_item,Inspiring Spotlight,,Inspiring Spotlight (Mounted),Pathfinder Lost Omens Rival Academies pg. 73,uncommon,"light, magical",15,,,,,Paizo,,650,,8,,,,,,,,,,,,,,,,
Inspiring Spotlight (Portable),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\I\inspiring-spotlight-portable.md,worn_item,Inspiring Spotlight,,Inspiring Spotlight (Portable),Pathfinder Lost Omens Rival Academies pg. 73,uncommon,"light, magical",9,,,,,Paizo,,650,,3,,,,,,,,,,,,,,,,
Inubrix High (Standard Grade),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\I\inubrix-buckler-high-grade.md,material,Inubrix Armor (High-Grade); Inubrix Weapon (High-Grade); Inubrix Shield (High-Grade),,Inubrix High (Standard Grade),Pathfinder Lost Omens The Grand Bazaar pg. 98,rare,,15,5000,,,,Paizo,,,,,,,,,,,,,,,,,,,,
Inubrix Buckler (Standard Grade),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\I\inubrix-buckler-standard-grade.md,material,Inubrix Armor (Standard-Grade); Inubrix Weapon (Standard-Grade); Inubrix Shield (Standard-Grade),,Inubrix Buckler (Standard Grade),Pathfinder Lost Omens The Grand Bazaar pg. 98,rare,,7,320,,,,Paizo,,,,,,,,,,,,,,,,,,,,
Inubrix Object High (Standard Grade),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\I\inubrix-object-high-grade.md,material,Inubrix Armor (High-Grade); Inubrix Weapon (High-Grade); Inubrix Shield (High-Grade),,Inubrix Object High (Standard Grade),Pathfinder Lost Omens The Grand Bazaar pg. 98,rare,precious,16,6500,,,,Paizo,,,,,,,,,,,,,,,,,,,,
Inubrix Object (Standard Grade),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\I\inubrix-object-standard-grade.md,material,Inubrix Armor (Standard-Grade); Inubrix Weapon (Standard-Grade); Inubrix Shield (Standard-Grade),,Inubrix Object (Standard Grade),Pathfinder Lost Omens The Grand Bazaar pg. 98,rare,precious,8,400,,,,Paizo,,,,,,,,,,,,,,,,,,,,
Inubrix,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\I\inubrix.md,worn_item,Inubrix Ingot; Inubrix Chunk,,Inubrix,Pathfinder GM Core pg. 253,uncommon,precious,8+,,,,,Paizo,,,,,,,,,,,,,,,,,,,,
Iris of the Sky,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\I\iris-of-the-sky.md,worn_item,,,Iris of the Sky,Pathfinder Guns & Gears pg. 165,unique,"concussive, fatal-aim-d12, magical",6,,,,,Paizo,,240,,1,,,,,,,,,,,,,,,,
Irritating Seedpod (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\I\irritating-seedpod-greater.md,worn_item,,,Irritating Seedpod (Greater),Pathfinder #203: Shepherd of Decay pg. 77,uncommon,"catalyst, consumable, magical",10,,,,,Paizo,,190,,L,,,,,,,,,,,,,,,,
Irritating Seedpod (Lesser),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\I\irritating-seedpod-lesser.md,worn_item,,,Irritating Seedpod (Lesser),Pathfinder #203: Shepherd of Decay pg. 77,uncommon,"catalyst, consumable, magical",3,,,,,Paizo,,11,,L,,,,,,,,,,,,,,,,
Irritating Seedpod (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\I\irritating-seedpod-major.md,worn_item,,,Irritating Seedpod (Major),Pathfinder #203: Shepherd of Decay pg. 77,uncommon,"catalyst, consumable, magical",14,,,,,Paizo,,800,,L,,,,,,,,,,,,,,,,
Irritating Seedpod,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\I\irritating-seedpod.md,worn_item,,,Irritating Seedpod,Pathfinder #203: Shepherd of Decay pg. 77,uncommon,"catalyst, consumable, magical",7,,,,,Paizo,,55,,L,,,,,,,,,,,,,,,,
Jahan Waystone,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\J\jahan-waystone.md,worn_item,,,Jahan Waystone,Pathfinder Lost Omens The Mwangi Expanse pg. 207,rare,"artifact, magical, teleportation",21,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
Jax,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\J\jax.md,worn_item,,,Jax,Pathfinder #179: Cradle of Quartz pg. 77,unique,"combination, concussive, cursed, divine, fatal-aim-d10, intelligent",8,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
Jezail,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\J\jezail.md,basic,,,Jezail,Pathfinder Guns & Gears pg. 153,uncommon,"concussive, fatal-aim-d12",1,,,,Ranged Martial,Paizo,,11,,,,,,,,,,,,,,,,,,
Kaldemash's Lament,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\K\kaldemashs-lament.md,basic,,,Kaldemash's Lament,Pathfinder Treasure Vault pg. 38,unique,"concealable, concussive, fatal-d10, magical",20,,,,Advanced Ranged,Paizo,,0,,L,,,,,,,,,,,,,,,,
Kalmaug's Journal,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\K\kalmaugs-journal.md,worn_item,,,Kalmaug's Journal,Pathfinder #194: Cult of the Cave Worm pg. 78,unique,"grimoire, invested, magical, relic",5,,,,,Paizo,,0,,1,,,,,,,,,,,,,,,,
Keep Stone Object (High Grade),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\K\keep-stone-object-high-grade.md,material,Keep Stone Armor (High-Grade); Keep Stone Weapon (High-Grade); Keep Stone Shield (High-Grade),,Keep Stone Object (High Grade),Pathfinder Lost Omens Highhelm pg. 113,rare,precious,17,9000,,,,Paizo,,,,,,,,,,,,,,,,,,,,
Keep Stone,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\K\keep-stone.md,worn_item,Keep Stone Ingot; Keep Stone Chunk,,Keep Stone,Pathfinder Lost Omens Highhelm pg. 113,rare,precious,0,,,,,Paizo,,,,,,,,,,,,,,,,,,,,
Kestros,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\K\kestros.md,basic,,,Kestros,Pathfinder War of Immortals pg. 147,uncommon,"concussive, propulsive",,,,,Martial Ranged,Paizo,,2,,,,,,,,,,,,,,,,,,
Key to the Stomach,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\K\key-to-the-stomach.md,worn_item,,,Key to the Stomach,Pathfinder Dark Archive pg. 165,rare,"contract, invested, magical",9,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
Kilted Breastplate,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\K\kilted-breastplate.md,basic,Breastplate; Lamellar Breastplate,,Kilted Breastplate,Pathfinder War of Immortals pg. 146,,flexible,,,,,Light,Paizo,,3,,,,,,,,,,,,,,,,,,
Kimanéz Luminescent Toadstool,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\K\kimanéz-luminescent-toadstool.md,worn_item,,,Kimanéz Luminescent Toadstool,Pathfinder Lost Omens Rival Academies pg. 107,rare,"consumable, fungus, light, magical",3,,,,,Paizo,,9,,L,,,,,,,,,,,,,,,,
Kinburi's Sandals of Bounding,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\K\kinburis-sandals-of-bounding.md,worn_item,,,Kinburi's Sandals of Bounding,Pathfinder #198: No Breath to Cry pg. 306,unique,"invested, magical",9,,,,,Paizo,,700,,L,,,,,,,,,,,,,,,,
Kindled Tome,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\K\kindled-tome.md,worn_item,,,Kindled Tome,Pathfinder Treasure Vault pg. 195,rare,"grimoire, intelligent, magical",11,,,,,Paizo,,900,,L,,,,,,,,,,,,,,,,
Kinetic Club,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\K\kinetic-club.md,worn_item,,,Kinetic Club,"Pathfinder #208: Hoof, Cinder, and Storm pg. 77",uncommon,"backswing, earth, magical, shove",7,,,,,Paizo,,325,,2,,,,,,,,,,,,,,,,
Knuckle Duster,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\K\knuckle-duster.md,basic,,,Knuckle Duster,Pathfinder Guns & Gears pg. 152,,"agile, free-hand, monk",0,,,,Simple Melee,Paizo,,3,,L,,,,,,,,,,,,,,,,
Kora of the Unending Story,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\K\kora-of-the-unending-story.md,worn_item,,,Kora of the Unending Story,Pathfinder #211: The Secret of Deathstalk Tower pg. 83,rare,"coda, occult, staff",14,,,,,Paizo,,4500,,1,,,,,,,,,,,,,,,,
Kortos Diamond,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\K\kortos-diamond.md,worn_item,,,Kortos Diamond,Pathfinder #156: The Apocalypse Prophet pg. 68,unique,"artifact, divine, versatile-p",22,,,,,Paizo,,0,,1,,,,,,,,,,,,,,,,
Krasovnatype,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\K\krasovnatype.md,worn_item,,,Krasovnatype,Pathfinder Lost Omens Rival Academies pg. 92,uncommon,"consumable, gadget",4,,,,,Paizo,,15,,,,,,,,,,,,,,,,,,
Lance of Sun's Radiance,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\L\lance-of-suns-radiance.md,worn_item,,,Lance of Sun's Radiance,Pathfinder #202: Severed at the Root pg. 77,rare,"deadly-d8, jousting-d6, light, magical, reach",11,,,,,Paizo,,1450,,2,,,,,,,,,,,,,,,,
Large Bore Modifications,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\L\large-bore-modifications.md,worn_item,,,Large Bore Modifications,Pathfinder Guns & Gears pg. 183,uncommon,,5,,,,,Paizo,,120,,1,,,,,,,,,,,,,,,,
